# Data from Open Admin Data (https://openadmindata.org/mm/) — CC-BY-4.0. Please cite: https://github.com/open-admin-data/myanmar-administrative-divisions
id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.district,children_count.township,children_count.ward,zip_codes,geo.lat,geo.lon,source_url
MMR005026701,3,မြို့နယ်,Township,ပင်လည်ဘူး,Pinlebu,pinlebu-MMR005026701,MMR005026701,,MMR005D011,ကောလင်းခရိုင်,Kawlin,,,,54,,24.08089,95.37026,
MMR005027701,3,မြို့နယ်,Township,ကလေး,Kale,kale-MMR005027701,MMR005027701,,MMR005D005,ကလေးခရိုင်,Kale,,,,60,,23.1933,94.02977,
MMR005028701,3,မြို့နယ်,Township,ကလေးဝ,Kalewa,kalewa-MMR005028701,MMR005028701,,MMR005D005,ကလေးခရိုင်,Kale,,,,39,,23.1998,94.30036,
MMR005029701,3,မြို့နယ်,Township,မင်းကင်း,Mingin,mingin-MMR005029701,MMR005029701,,MMR005D005,ကလေးခရိုင်,Kale,,,,64,,22.87781,94.4942,
MMR005030701,3,မြို့နယ်,Township,တမူး,Tamu,tamu-MMR005030701,MMR005030701,,MMR005D006,တမူးခရိုင်,Tamu,,,,26,,24.21149,94.31534,
MMR005030702,3,မြို့နယ်,Township,မြို့သစ်,Myothit,myothit-MMR005030702,MMR005030702,,MMR005D006,တမူးခရိုင်,Tamu,,,,0,,24.51539,94.51857,
MMR005030703,3,မြို့နယ်,Township,ခါမ်းပါတ်,Khampat,khampat-MMR005030703,MMR005030703,,MMR005D006,တမူးခရိုင်,Tamu,,,,5,,23.77977,94.14575,
MMR005031701,3,မြို့နယ်,Township,မော်လိုက်,Mawlaik,mawlaik-MMR005031701,MMR005031701,,MMR005D007,မော်လိုက်ခရိုင်,Mawlaik,,,,30,,23.63512,94.41201,
MMR005032701,3,မြို့နယ်,Township,ဖောင်းပြင်,Paungbyin,paungbyin-MMR005032701,MMR005032701,,MMR005D007,မော်လိုက်ခရိုင်,Mawlaik,,,,42,,24.26768,94.81686,
MMR005033701,3,မြို့နယ်,Township,ခန္တီး,Hkamti,hkamti-MMR005033701,MMR005033701,,MMR005D008,ခန္တီးခရိုင်,Hkamti,,,,32,,25.99243,95.69547,
MMR005034701,3,မြို့နယ်,Township,ဟုမ္မလင်း,Homalin,homalin-MMR005034701,MMR005034701,,MMR005D008,ခန္တီးခရိုင်,Hkamti,,,,79,,24.8644,94.91088,
MMR005034702,3,မြို့နယ်,Township,ရွှေပြည်အေး,Shwe Pyi Aye,shwe-pyi-aye-MMR005034702,MMR005034702,,MMR005D008,ခန္တီးခရိုင်,Hkamti,,,,11,,24.68344,94.73147,
MMR005D001,2,ခရိုင်,District,စစ်ကိုင်းခရိုင်,Sagaing,sagaing-MMR005D001,MMR005D001,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,4,216,,21.9506,95.6789,
MMR005D002,2,ခရိုင်,District,ရွှေဘိုခရိုင်,Shwebo,shwebo-MMR005D002,MMR005D002,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,8,414,,22.6569,95.5519,
MMR005D003,2,ခရိုင်,District,မုံရွာခရိုင်,Monywa,monywa-MMR005D003,MMR005D003,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,4,215,,22.1883,95.2531,
MMR005D004,2,ခရိုင်,District,ကသာခရိုင်,Katha,katha-MMR005D004,MMR005D004,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,5,175,,24.2047,96.1318,
MMR005D005,2,ခရိုင်,District,ကလေးခရိုင်,Kale,kale-MMR005D005,MMR005D005,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,3,163,,23.0903,94.2748,
MMR005D006,2,ခရိုင်,District,တမူးခရိုင်,Tamu,tamu-MMR005D006,MMR005D006,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,3,31,,24.1689,94.3266,
MMR005D007,2,ခရိုင်,District,မော်လိုက်ခရိုင်,Mawlaik,mawlaik-MMR005D007,MMR005D007,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,2,72,,23.9514,94.6144,
MMR005D008,2,ခရိုင်,District,ခန္တီးခရိုင်,Hkamti,hkamti-MMR005D008,MMR005D008,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,3,122,,25.1801,95.1126,
MMR005D009,2,ခရိုင်,District,ယင်းမာပင်ခရိုင်,Yinmarbin,yinmarbin-MMR005D009,MMR005D009,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,4,197,,22.1046,94.9265,
MMR005D010,2,ခရိုင်,District,ကန့်ဘလူခရိုင်,Kanbalu,kanbalu-MMR005D010,MMR005D010,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,3,134,,23.1513,95.5382,
MMR005D011,2,ခရိုင်,District,ကောလင်းခရိုင်,Kawlin,kawlin-MMR005D011,MMR005D011,,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,,,3,150,,23.9235,95.5785,
MMR006,1,တိုင်းဒေသကြီး/ပြည်နယ်,State/Region,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,tanintharyi-MMR006,MMR006,,,,,,3,18,358,,12.603,98.5983,https://openadmindata.org/mm/regions/tanintharyi-MMR006/
MMR006001701,3,မြို့နယ်,Township,ထားဝယ်,Dawei,dawei-MMR006001701,MMR006001701,,MMR006D001,ထားဝယ်ခရိုင်,Dawei,,,,40,,14.07753,98.19636,
MMR006001702,3,မြို့နယ်,Township,မေတ္တာ,Myitta,myitta-MMR006001702,MMR006001702,,MMR006D001,ထားဝယ်ခရိုင်,Dawei,,,,3,,14.16355,98.52017,
MMR006002701,3,မြို့နယ်,Township,လောင်းလုံး,Launglon,launglon-MMR006002701,MMR006002701,,MMR006D001,ထားဝယ်ခရိုင်,Dawei,,,,45,,13.97522,98.11963,
MMR006003701,3,မြို့နယ်,Township,သရက်ချောင်း,Thayetchaung,thayetchaung-MMR006003701,MMR006003701,,MMR006D001,ထားဝယ်ခရိုင်,Dawei,,,,44,,13.8687,98.26252,
MMR006004701,3,မြို့နယ်,Township,ရေဖြူ,Yebyu,yebyu-MMR006004701,MMR006004701,,MMR006D001,ထားဝယ်ခရိုင်,Dawei,,,,39,,14.24591,98.20291,
MMR006004702,3,မြို့နယ်,Township,ကလိန်အောင်,Kaleinaung,kaleinaung-MMR006004702,MMR006004702,,MMR006D001,ထားဝယ်ခရိုင်,Dawei,,,,4,,14.6238,98.13849,
MMR006005701,3,မြို့နယ်,Township,မြိတ်,Myeik,myeik-MMR006005701,MMR006005701,,MMR006D002,မြိတ်ခရိုင်,Myeik,,,,34,,12.44112,98.60978,
MMR006006701,3,မြို့နယ်,Township,ကျွန်းစု,Kyunsu,kyunsu-MMR006006701,MMR006006701,,MMR006D002,မြိတ်ခရိုင်,Myeik,,,,24,,12.47386,98.45443,
MMR006007701,3,မြို့နယ်,Township,ပုလော,Palaw,palaw-MMR006007701,MMR006007701,,MMR006D002,မြိတ်ခရိုင်,Myeik,,,,32,,12.97531,98.64579,
MMR006007702,3,မြို့နယ်,Township,ပလောက်,Palauk,palauk-MMR006007702,MMR006007702,,MMR006D002,မြိတ်ခရိုင်,Myeik,,,,4,,13.27223,98.62248,
MMR006007703,3,မြို့နယ်,Township,ပလ,Pala,pala-MMR006007703,MMR006007703,,MMR006D002,မြိတ်ခရိုင်,Myeik,,,,4,,12.84928,98.66188,
MMR006008701,3,မြို့နယ်,Township,တနင်္သာရီ,Tanintharyi,tanintharyi-MMR006008701,MMR006008701,,MMR006D002,မြိတ်ခရိုင်,Myeik,,,,23,,12.08941,99.01278,
MMR006008702,3,မြို့နယ်,Township,မောတောင်,Maw Taung,maw-taung-MMR006008702,MMR006008702,,MMR006D002,မြိတ်ခရိုင်,Myeik,,,,3,,11.7952,99.6275,
MMR006009701,3,မြို့နယ်,Township,ကော့သောင်း,Kawthoung,kawthoung-MMR006009701,MMR006009701,,MMR006D003,ကော့သောင်းခရိုင်,Kawthoung,,,,28,,9.98261,98.54995,
MMR006009702,3,မြို့နယ်,Township,ခမောက်ကြီး,Khamaukgyi,khamaukgyi-MMR006009702,MMR006009702,,MMR006D003,ကော့သောင်းခရိုင်,Kawthoung,,,,3,,10.353,98.625,
MMR006010701,3,မြို့နယ်,Township,ဘုတ်ပြင်း,Bokpyin,bokpyin-MMR006010701,MMR006010701,,MMR006D003,ကော့သောင်းခရိုင်,Kawthoung,,,,22,,11.26504,98.75909,
MMR006010702,3,မြို့နယ်,Township,ပြည်ကြီးမဏ္ဍိုင်,Pyigyimandaing,pyigyimandaing-MMR006010702,MMR006010702,,MMR006D003,ကော့သောင်းခရိုင်,Kawthoung,,,,3,,11.46842,99.00144,
MMR006010703,3,မြို့နယ်,Township,ကရသူရိ,Karathuri,karathuri-MMR006010703,MMR006010703,,MMR006D003,ကော့သောင်းခရိုင်,Kawthoung,,,,3,,10.93336,98.75998,
MMR006D001,2,ခရိုင်,District,ထားဝယ်ခရိုင်,Dawei,dawei-MMR006D001,MMR006D001,,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,,,6,175,,14.1591,98.24,
MMR006D002,2,ခရိုင်,District,မြိတ်ခရိုင်,Myeik,myeik-MMR006D002,MMR006D002,,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,,,7,124,,12.5566,98.8049,
MMR006D003,2,ခရိုင်,District,ကော့သောင်းခရိုင်,Kawthoung,kawthoung-MMR006D003,MMR006D003,,MMR006,တနင်္သာရီတိုင်းဒေသကြီး,Tanintharyi,,,5,59,,10.8005,98.7391,
MMR007,1,တိုင်းဒေသကြီး/ပြည်နယ်,State/Region,ပဲခူးတိုင်းဒေသကြီး,Bago,bago-MMR007,MMR007,,,,,,4,51,1804,,18.2638,96.0673,https://openadmindata.org/mm/regions/bago-MMR007/
MMR007001701,3,မြို့နယ်,Township,ပဲခူး,Bago,bago-MMR007001701,MMR007001701,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,100,,17.33583,96.48389,
MMR007001702,3,မြို့နယ်,Township,ဘုရားကြီး,Hpayargyi,hpayargyi-MMR007001702,MMR007001702,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,3,,17.47538,96.52654,
MMR007001703,3,မြို့နယ်,Township,အင်းတကော်,Inntakaw,inntakaw-MMR007001703,MMR007001703,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,6,,17.18087,96.37637,
MMR007002701,3,မြို့နယ်,Township,သနပ်ပင်,Thanatpin,thanatpin-MMR007002701,MMR007002701,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,66,,17.28903,96.57664,
MMR007003701,3,မြို့နယ်,Township,ကဝ,Kawa,kawa-MMR007003701,MMR007003701,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,98,,17.08967,96.46632,
MMR007003702,3,မြို့နယ်,Township,သက္ကလ,Thetkala,thetkala-MMR007003702,MMR007003702,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,6,,17.02939,96.59657,
MMR007004701,3,မြို့နယ်,Township,ဝေါ,Waw,waw-MMR007004701,MMR007004701,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,64,,17.4836,96.68234,
MMR007005701,3,မြို့နယ်,Township,ညောင်လေးပင်,Nyaunglebin,nyaunglebin-MMR007005701,MMR007005701,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,54,,17.95323,96.72151,
MMR007005702,3,မြို့နယ်,Township,မဒေါက်,Madauk,madauk-MMR007005702,MMR007005702,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,2,,17.91491,96.84535,
MMR007005703,3,မြို့နယ်,Township,ပြွန်တန်ဆာ,Pyuntasa,pyuntasa-MMR007005703,MMR007005703,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,4,,17.87517,96.71597,
MMR007005704,3,မြို့နယ်,Township,ပိန်းဇလုပ်,Peinzalok,peinzalok-MMR007005704,MMR007005704,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,2,,18.0699,96.66836,
MMR007006701,3,မြို့နယ်,Township,ကျောက်တံခါး,Kyauktaga,kyauktaga-MMR007006701,MMR007006701,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,52,,18.15867,96.61391,
MMR007006702,3,မြို့နယ်,Township,ပဲနွယ်ကုန်း,Penwegon,penwegon-MMR007006702,MMR007006702,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,8,,18.22271,96.56886,
MMR007006703,3,မြို့နယ်,Township,ဖဒို,Hpa Do,hpa-do-MMR007006703,MMR007006703,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,5,,18.0377,96.5549,
MMR007007701,3,မြို့နယ်,Township,ဒိုက်ဦး,Daik-U,daik-u-MMR007007701,MMR007007701,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,53,,17.78967,96.66969,
MMR007008701,3,မြို့နယ်,Township,ရွှေကျင်,Shwegyin,shwegyin-MMR007008701,MMR007008701,,MMR007D001,ပဲခူးခရိုင်,Bago,,,,68,,17.92304,96.87767,
MMR007009701,3,မြို့နယ်,Township,တောင်ငူ,Taungoo,taungoo-MMR007009701,MMR007009701,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,60,,18.93953,96.43314,
MMR007009702,3,မြို့နယ်,Township,ကေတုမတီ,Kaytumati,kaytumati-MMR007009702,MMR007009702,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,4,,19.01432,96.40357,
MMR007010701,3,မြို့နယ်,Township,ရေတာရှည်,Yedashe,yedashe-MMR007010701,MMR007010701,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,58,,19.15693,96.34234,
MMR007010702,3,မြို့နယ်,Township,ဆွာ,Hswar,hswar-MMR007010702,MMR007010702,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,2,,19.26498,96.29072,
MMR007010703,3,မြို့နယ်,Township,ရေနီ,Yae Ni,yae-ni-MMR007010703,MMR007010703,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,4,,19.47438,96.26804,
MMR007010704,3,မြို့နယ်,Township,မြို့လှ,Myo Hla,myo-hla-MMR007010704,MMR007010704,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,9,,19.40442,96.26628,
MMR007011701,3,မြို့နယ်,Township,ကျောက်ကြီး,Kyaukkyi,kyaukkyi-MMR007011701,MMR007011701,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,53,,18.32764,96.76862,
MMR007012701,3,မြို့နယ်,Township,ဖြူး,Phyu,phyu-MMR007012701,MMR007012701,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,71,,18.48438,96.43572,
MMR007012702,3,မြို့နယ်,Township,ကညွတ်ကွင်း,Kanyutkwin,kanyutkwin-MMR007012702,MMR007012702,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,4,,18.3404,96.49218,
MMR007012703,3,မြို့နယ်,Township,ဇေယျ၀တီ,Zayyawadi,zayyawadi-MMR007012703,MMR007012703,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,4,,18.54097,96.43084,
MMR007013701,3,မြို့နယ်,Township,အုတ်တွင်း,Oktwin,oktwin-MMR007013701,MMR007013701,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,47,,18.83293,96.41363,
MMR007013702,3,မြို့နယ်,Township,ကျွဲပွဲ,Kywe Pwe,kywe-pwe-MMR007013702,MMR007013702,,MMR007D002,တောင်ငူခရိုင်,Taungoo,,,,5,,18.7,96.4099,
MMR007D001,2,ခရိုင်,District,ပဲခူးခရိုင်,Bago,bago-MMR007D001,MMR007D001,,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago,,,16,591,,17.6768,96.6216,
MMR007D002,2,ခရိုင်,District,တောင်ငူခရိုင်,Taungoo,taungoo-MMR007D002,MMR007D002,,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago,,,12,321,,18.8734,96.4129,
MMR008001701,3,မြို့နယ်,Township,ပြည်,Pyay,pyay-MMR008001701,MMR008001701,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,66,,18.82151,95.22103,
MMR008001702,3,မြို့နယ်,Township,ပေါင်းတလည်,Paungdale,paungdale-MMR008001702,MMR008001702,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,4,,18.84968,95.38459,
MMR008002701,3,မြို့နယ်,Township,ပေါက်ခေါင်း,Paukkhaung,paukkhaung-MMR008002701,MMR008002701,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,58,,18.9028,95.54819,
MMR008003701,3,မြို့နယ်,Township,ပန်းတောင်း,Padaung,padaung-MMR008003701,MMR008003701,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,47,,18.71797,95.15353,
MMR008003702,3,မြို့နယ်,Township,ဥရှစ်ပင်,Oakshitpin,oakshitpin-MMR008003702,MMR008003702,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,3,,18.68519,95.01383,
MMR008004701,3,မြို့နယ်,Township,ပေါင်းတည်,Paungde,paungde-MMR008004701,MMR008004701,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,56,,18.48947,95.50721,
MMR008005701,3,မြို့နယ်,Township,သဲကုန်း,Thegon,thegon-MMR008005701,MMR008005701,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,55,,18.64698,95.41721,
MMR008005702,3,မြို့နယ်,Township,ပုတီးကုန်း,Puteekone,puteekone-MMR008005702,MMR008005702,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,2,,18.57236,95.45645,
MMR008005703,3,မြို့နယ်,Township,အင်းမ,Inn Ma,inn-ma-MMR008005703,MMR008005703,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,5,,18.52806,95.34904,
MMR008005704,3,မြို့နယ်,Township,ဆင်မြီးဆွဲ,Sin Mee Swea,sin-mee-swea-MMR008005704,MMR008005704,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,3,,18.7369,95.3594,
MMR008006701,3,မြို့နယ်,Township,ရွှေတောင်,Shwedaung,shwedaung-MMR008006701,MMR008006701,,MMR008D001,ပြည်ခရိုင်,Pyay,,,,51,,18.7051,95.21404,
MMR008007701,3,မြို့နယ်,Township,သာယာဝတီ,Thayarwady,thayarwady-MMR008007701,MMR008007701,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,56,,17.65441,95.78629,
MMR008007702,3,မြို့နယ်,Township,သုံးဆယ်,Thonse,thonse-MMR008007702,MMR008007702,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,13,,17.62988,95.78985,
MMR008008701,3,မြို့နယ်,Township,လက်ပံတန်း,Letpadan,letpadan-MMR008008701,MMR008008701,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,53,,17.779,95.74529,
MMR008009701,3,မြို့နယ်,Township,မင်းလှ,Minhla,minhla-MMR008009701,MMR008009701,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,132,,17.97389,95.70905,
MMR008009702,3,မြို့နယ်,Township,စစ်ကွင်း,Sit Kwin,sit-kwin-MMR008009702,MMR008009702,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,4,,17.8941,95.7232,
MMR008010701,3,မြို့နယ်,Township,အုတ်ဖို,Okpho,okpho-MMR008010701,MMR008010701,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,60,,18.13022,95.67177,
MMR008010702,3,မြို့နယ်,Township,အိုးသည်ကုန်း,Oe Thei Kone,oe-thei-kone-MMR008010702,MMR008010702,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,4,,18.0432,95.6935,
MMR008011701,3,မြို့နယ်,Township,ဇီးကုန်း,Zigon,zigon-MMR008011701,MMR008011701,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,34,,18.33846,95.62304,
MMR008012701,3,မြို့နယ်,Township,နတ်တလင်း,Nattalin,nattalin-MMR008012701,MMR008012701,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,82,,18.42753,95.54731,
MMR008012702,3,မြို့နယ်,Township,တာပွန်,Tar Pun,tar-pun-MMR008012702,MMR008012702,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,3,,18.361,95.4549,
MMR008013701,3,မြို့နယ်,Township,မိုးညို,Monyo,monyo-MMR008013701,MMR008013701,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,42,,18.02719,95.51185,
MMR008014701,3,မြို့နယ်,Township,ကြို့ပင်ကောက်,Gyobingauk,gyobingauk-MMR008014701,MMR008014701,,MMR008D002,သာယာဝတီခရိုင်,Thayarwady,,,,59,,18.22989,95.65259,
MMR008D001,2,ခရိုင်,District,ပြည်ခရိုင်,Pyay,pyay-MMR008D001,MMR008D001,,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago,,,11,350,,18.696,95.3295,
MMR008D002,2,ခရိုင်,District,သာယာဝတီခရိုင်,Thayarwady,thayarwady-MMR008D002,MMR008D002,,MMR007,ပဲခူးတိုင်းဒေသကြီး,Bago,,,12,542,,18.0407,95.6591,
MMR009,1,တိုင်းဒေသကြီး/ပြည်နယ်,State/Region,မကွေးတိုင်းဒေသကြီး,Magway,magway-MMR009,MMR009,,,,,,5,32,1677,,20.6274,94.7983,https://openadmindata.org/mm/regions/magway-MMR009/
MMR009001701,3,မြို့နယ်,Township,မကွေး,Magway,magway-MMR009001701,MMR009001701,,MMR009D001,မကွေးခရိုင်,Magway,,,,78,,20.14027,94.92696,
MMR009002701,3,မြို့နယ်,Township,ရေနံချောင်း,Yenangyaung,yenangyaung-MMR009002701,MMR009002701,,MMR009D001,မကွေးခရိုင်,Magway,,,,43,,20.45837,94.8731,
MMR009003701,3,မြို့နယ်,Township,ချောက်,Chauk,chauk-MMR009003701,MMR009003701,,MMR009D001,မကွေးခရိုင်,Magway,,,,66,,20.89098,94.81829,
MMR009003702,3,မြို့နယ်,Township,စလေ,Sa Lay,sa-lay-MMR009003702,MMR009003702,,MMR009D001,မကွေးခရိုင်,Magway,,,,5,,20.8338,94.7424,
MMR009004701,3,မြို့နယ်,Township,တောင်တွင်းကြီး,Taungdwingyi,taungdwingyi-MMR009004701,MMR009004701,,MMR009D001,မကွေးခရိုင်,Magway,,,,82,,20.00187,95.54614,
MMR009005701,3,မြို့နယ်,Township,မြို့သစ်,Myothit,myothit-MMR009005701,MMR009005701,,MMR009D001,မကွေးခရိုင်,Magway,,,,52,,20.19919,95.44692,
MMR009006701,3,မြို့နယ်,Township,နတ်မောက်,Natmauk,natmauk-MMR009006701,MMR009006701,,MMR009D001,မကွေးခရိုင်,Magway,,,,80,,20.35339,95.39966,
MMR009007701,3,မြို့နယ်,Township,မင်းဘူး,Minbu,minbu-MMR009007701,MMR009007701,,MMR009D002,မင်းဘူးခရိုင်,Minbu,,,,71,,20.17161,94.87518,
MMR009007702,3,မြို့နယ်,Township,စကု,Saku,saku-MMR009007702,MMR009007702,,MMR009D002,မင်းဘူးခရိုင်,Minbu,,,,3,,20.22609,94.76831,
MMR009008701,3,မြို့နယ်,Township,ပွင့်ဖြူ,Pwintbyu,pwintbyu-MMR009008701,MMR009008701,,MMR009D002,မင်းဘူးခရိုင်,Minbu,,,,56,,20.36334,94.66933,
MMR009009701,3,မြို့နယ်,Township,ငဖဲ,Ngape,ngape-MMR009009701,MMR009009701,,MMR009D002,မင်းဘူးခရိုင်,Minbu,,,,33,,20.07538,94.46767,
MMR009010701,3,မြို့နယ်,Township,စလင်း,Salin,salin-MMR009010701,MMR009010701,,MMR009D002,မင်းဘူးခရိုင်,Minbu,,,,110,,20.5772,94.65936,
MMR009010702,3,မြို့နယ်,Township,ဆင်ဖြူကျွန်း,Sinphyukyun,sinphyukyun-MMR009010702,MMR009010702,,MMR009D002,မင်းဘူးခရိုင်,Minbu,,,,3,,20.6642,94.6929,
MMR009011701,3,မြို့နယ်,Township,စေတုတ္ထရာ,Sidoktaya,sidoktaya-MMR009011701,MMR009011701,,MMR009D002,မင်းဘူးခရိုင်,Minbu,,,,48,,20.4466,94.24559,
MMR009012701,3,မြို့နယ်,Township,သရက်,Thayet,thayet-MMR009012701,MMR009012701,,MMR009D003,သရက်ခရိုင်,Thayet,,,,61,,19.3215,95.17716,
MMR009013701,3,မြို့နယ်,Township,မင်းလှ,Minhla,minhla-MMR009013701,MMR009013701,,MMR009D003,သရက်ခရိုင်,Thayet,,,,0,,19.96559,95.0367,
MMR009014701,3,မြို့နယ်,Township,မင်းတုန်း,Mindon,mindon-MMR009014701,MMR009014701,,MMR009D003,သရက်ခရိုင်,Thayet,,,,76,,19.35131,94.73233,
MMR009015701,3,မြို့နယ်,Township,ကံမ,Kamma,kamma-MMR009015701,MMR009015701,,MMR009D003,သရက်ခရိုင်,Thayet,,,,56,,19.02897,95.09594,
MMR009016701,3,မြို့နယ်,Township,အောင်လံ,Aunglan,aunglan-MMR009016701,MMR009016701,,MMR009D003,သရက်ခရိုင်,Thayet,,,,101,,19.35855,95.21684,
MMR009017701,3,မြို့နယ်,Township,ဆင်ပေါင်ဝဲ,Sinbaungwe,sinbaungwe-MMR009017701,MMR009017701,,MMR009D003,သရက်ခရိုင်,Thayet,,,,49,,19.72292,95.16186,
MMR009018701,3,မြို့နယ်,Township,ပခုက္ကူ,Pakokku,pakokku-MMR009018701,MMR009018701,,MMR009D004,ပခုက္ကူခရိုင်,Pakokku,,,,70,,21.335,95.08227,
MMR009018702,3,မြို့နယ်,Township,ကမ္မ,Kamma (PKU),kamma-pku-MMR009018702,MMR009018702,,MMR009D004,ပခုက္ကူခရိုင်,Pakokku,,,,12,,21.38358,94.81558,
MMR009018703,3,မြို့နယ်,Township,မြစ်ခြေ,Myit Chay,myit-chay-MMR009018703,MMR009018703,,MMR009D004,ပခုက္ကူခရိုင်,Pakokku,,,,8,,21.2454,94.8511,
MMR009019701,3,မြို့နယ်,Township,ရေစကြို,Yesagyo,yesagyo-MMR009019701,MMR009019701,,MMR009D004,ပခုက္ကူခရိုင်,Pakokku,,,,89,,21.63388,95.2453,
MMR009020701,3,မြို့နယ်,Township,မြိုင်,Myaing,myaing-MMR009020701,MMR009020701,,MMR009D004,ပခုက္ကူခရိုင်,Pakokku,,,,84,,21.61256,94.85432,
MMR009021701,3,မြို့နယ်,Township,ပေါက်,Pauk,pauk-MMR009021701,MMR009021701,,MMR009D004,ပခုက္ကူခရိုင်,Pakokku,,,,75,,21.45215,94.47374,
MMR009022701,3,မြို့နယ်,Township,ဆိပ်ဖြူ,Seikphyu,seikphyu-MMR009022701,MMR009022701,,MMR009D004,ပခုက္ကူခရိုင်,Pakokku,,,,47,,20.90651,94.79243,
MMR009023701,3,မြို့နယ်,Township,ဂန့်ဂေါ,Gangaw,gangaw-MMR009023701,MMR009023701,,MMR009D005,ဂန့်ဂေါခရိုင်,Gangaw,,,,75,,22.17421,94.13582,
MMR009023702,3,မြို့နယ်,Township,ကျော,Kyaw,kyaw-MMR009023702,MMR009023702,,MMR009D005,ဂန့်ဂေါခရိုင်,Gangaw,,,,3,,21.92737,94.35789,
MMR009024701,3,မြို့နယ်,Township,ထီးလင်း,Tilin,tilin-MMR009024701,MMR009024701,,MMR009D005,ဂန့်ဂေါခရိုင်,Gangaw,,,,73,,21.69636,94.09278,
MMR009025701,3,မြို့နယ်,Township,ဆော,Saw,saw-MMR009025701,MMR009025701,,MMR009D005,ဂန့်ဂေါခရိုင်,Gangaw,,,,65,,21.15224,94.15466,
